iter	F1	Logloss
300	0.8263602003	0.4716334222
301	0.8259697538	0.4712136237
302	0.8257645503	0.4707095443
303	0.8256619868	0.4703205737
304	0.8261750593	0.4696812358
305	0.8252704006	0.4689621929
306	0.825578385	0.4686251912
307	0.8279813484	0.4678996247
308	0.8270787079	0.4673423598
309	0.8285985357	0.466795209
310	0.8307107177	0.466393155
311	0.8311234303	0.4660128085
312	0.8311234303	0.4654701743
313	0.8324371	0.4650598101
314	0.8334400952	0.4646041252
315	0.8327473744	0.4638899877
316	0.8328508506	0.4634200726
317	0.833543574	0.462882894
318	0.8338541645	0.4622225481
319	0.8330894289	0.4614449105
320	0.8355827771	0.4609013417
321	0.8358943792	0.4602389774
322	0.8353066527	0.4596893362
323	0.8359306978	0.4591855977
324	0.8362430702	0.4586952291
325	0.8378336652	0.4579871546
326	0.8385638305	0.4574347557
327	0.8374558826	0.4569483726
328	0.838355082	0.4565120262
329	0.8384594433	0.4559681585
330	0.8386682438	0.4553926428
331	0.838772683	0.4547006501
332	0.8402549344	0.4541445947
333	0.840628831	0.4535353133
334	0.8426744053	0.4525103588
335	0.8440932663	0.4518688609
336	0.8434082434	0.4512529528
337	0.844408161	0.4506461172
338	0.8439331965	0.4503938125
339	0.8439331965	0.4498363448
340	0.8435131818	0.4491050101
341	0.8448283863	0.4482485927
342	0.8443536297	0.4475968813
343	0.8453542564	0.4468744147
344	0.8450903967	0.4459180494
345	0.8457229354	0.4453142246
346	0.8460915754	0.4445938556
347	0.8470918829	0.4439744783
348	0.8482454589	0.4434273228
349	0.8487730303	0.4429834543
350	0.8486674635	0.4425090492
351	0.8489842427	0.442002353
352	0.8496648512	0.4412458466
353	0.8499818648	0.4404548169
354	0.8499818648	0.4395957397
355	0.8507670956	0.4389740373
356	0.8512961046	0.4384229912
357	0.8517197856	0.4378213542
358	0.8542818815	0.4374004688
359	0.8543879953	0.4367653668
360	0.855806633	0.4362847661
361	0.8562680844	0.4358083636
362	0.8566933157	0.4350707671
363	0.8580048658	0.434337107
364	0.857685434	0.433736749
365	0.858570191	0.4331668732
366	0.8593474373	0.432500221
367	0.8598803268	0.4316513613
368	0.8592095951	0.4309966359
369	0.8587511327	0.4304218378
370	0.8603071145	0.429950576
371	0.8588578483	0.4294244303
372	0.8586444437	0.4288245489
373	0.8589645903	0.4283797944
374	0.8591781541	0.4277144364
375	0.8591781541	0.4271672386
376	0.8602773874	0.4265756008
377	0.8612689376	0.4259326373
378	0.8612689376	0.4255758509
379	0.8614829682	0.4249064745
380	0.8616971052	0.4244091046
381	0.8619113487	0.4238099509
382	0.8616971052	0.4232553608
383	0.8629024982	0.4226661302
384	0.8626881015	0.4222546574
385	0.8631170015	0.4217941681
386	0.8639760824	0.4211740043
387	0.8648595816	0.4208336424
388	0.8649671367	0.4201480188
389	0.8650747187	0.4196070259
390	0.8651823273	0.419007286
391	0.8650747187	0.4183172356
392	0.8650747187	0.4176999178
393	0.8657420939	0.4171292815
394	0.8663881241	0.4163468961
395	0.8671621597	0.4158521187
396	0.866946664	0.4152861609
397	0.8672699478	0.4147570936
398	0.8681332178	0.4142871632
399	0.8691225297	0.4134613386
400	0.8689063989	0.4127965167
401	0.8694469275	0.4122263827
402	0.8692147252	0.4115577557
403	0.8684402619	0.4111734715
404	0.8682237897	0.4106887712
405	0.8685485384	0.4102548188
406	0.8697564899	0.4098014236
407	0.8704215757	0.4094295303
408	0.8709639916	0.4086661843
409	0.8709639916	0.4083203556
410	0.8712897658	0.4076841484
411	0.8721710438	0.4070953052
412	0.8737131392	0.4060885568
413	0.873821877	0.4057322036
414	0.873821877	0.405038957
415	0.8757951962	0.4045630038
416	0.8771112619	0.4039002528
417	0.8778766017	0.4031726672
418	0.8782034557	0.4026586551
419	0.8785305531	0.4019296822
420	0.879840179	0.4011278586
421	0.8800583527	0.4004302747
422	0.8800583527	0.3999258001
423	0.8803858163	0.3992347964
424	0.8811482167	0.3985476529
425	0.8831071435	0.3976483999
426	0.8831071435	0.3970655343
427	0.8829977937	0.396378387
428	0.8836478041	0.3959221536
429	0.8831071435	0.3954268978
430	0.8832165204	0.39493651
431	0.8854916026	0.3945536648
432	0.8856010649	0.3937445861
433	0.8857105543	0.3933470094
434	0.8865764304	0.3928857075
435	0.8870148436	0.3923373717
436	0.8869051997	0.3917871624
437	0.8871245147	0.3909741855
438	0.8882091752	0.390537416
439	0.8886485319	0.3901944825
440	0.8894030658	0.3896413267
441	0.8892931673	0.3893259669
442	0.8902665201	0.3886450127
443	0.8914591483	0.3882214421
444	0.8924309678	0.3876215428
445	0.8928718145	0.3870688234
446	0.8932917333	0.386596074
447	0.8936224629	0.3862631853
448	0.8935121925	0.3858116558
449	0.8935121925	0.3851102535
450	0.8940638167	0.384644493
451	0.8940638167	0.3840430141
452	0.8957831158	0.3836342158
453	0.8963098776	0.3830940495
454	0.8963098776	0.3826831297
455	0.8970565385	0.3823475737
456	0.8973880492	0.38190853
457	0.8973880492	0.3812466279
458	0.8971670149	0.3807940964
459	0.8972775185	0.380218764
460	0.8971670149	0.3796896683
461	0.8970565385	0.3789612403
462	0.8972775185	0.3784662218
463	0.8971670149	0.3780265695
464	0.8994009993	0.3773563332
465	0.8994009993	0.3765472702
466	0.8994009993	0.3761500083
467	0.8998433796	0.3757774706
468	0.8997327438	0.3752937386
469	0.9004754452	0.3749141472
470	0.8996221351	0.3746937964
471	0.9017707608	0.3739916882
472	0.901139768	0.373544377
473	0.9021032572	0.3731236269
474	0.9029549893	0.3727425069
475	0.9030659194	0.3723027717
476	0.9032878612	0.3717496244
477	0.9033988731	0.3712609477
478	0.9049887665	0.370680652
479	0.9050998647	0.3701943509
480	0.9045831674	0.3698396385
481	0.9053618916	0.3693701173
482	0.9068390651	0.3687204287
483	0.9075761578	0.3681672112
484	0.907173308	0.3676890089
485	0.9082449821	0.3672353505
486	0.9086914128	0.3665803897
487	0.9106738293	0.3662604459
488	0.9107854956	0.3658687057
489	0.9108971893	0.3654641252
490	0.9110089103	0.3652977257
491	0.9117422036	0.3648057435
492	0.9142716707	0.3643305523
493	0.9132058316	0.363717486
494	0.9132058316	0.3633612572
495	0.914383559	0.3629839881
496	0.9146074176	0.3622766286
497	0.9137650651	0.3618099111
498	0.9149434113	0.3613859858
499	0.9158970558	0.3609812673
500	0.916625587	0.3604054394
501	0.9174652886	0.3600086775
502	0.917855473	0.3593090561
503	0.9177433928	0.3588775825
504	0.9188053173	0.3583741663
505	0.9189174931	0.3578358032
506	0.9184162853	0.3574642011
507	0.917855473	0.3570187234
508	0.9185810478	0.3565377073
509	0.9185810478	0.3561195174
510	0.9199788666	0.3556767519
511	0.9194787832	0.3553513347
512	0.9203158447	0.3549466227
513	0.9202034912	0.3545689912
514	0.9203158447	0.354035116
515	0.9218747808	0.3535461394
516	0.9222121655	0.3530243439
517	0.9212644094	0.3524653946
518	0.9212644094	0.3518610261
519	0.9237674665	0.3514140884
520	0.9236549249	0.3509898838
521	0.9248252375	0.3505426528
522	0.9249379012	0.3497664314
523	0.9250505924	0.3490530337
524	0.925276057	0.3486833882
525	0.925163311	0.3483164755
526	0.9255016316	0.3477565345
527	0.9260660496	0.347245189
528	0.9270111854	0.3468083664
529	0.9271242188	0.3460251177
530	0.9285597076	0.3455885099
531	0.9279555164	0.3451335486
532	0.9281817446	0.3447396187
533	0.9280686167	0.3442675233
534	0.9280686167	0.3440093816
535	0.9285212937	0.3435194381
536	0.928634532	0.3431874625
537	0.928634532	0.3428544737
538	0.9302948684	0.342009324
539	0.9300682629	0.3417457156
540	0.9294651549	0.3413342322
541	0.929615383	0.3409435644
542	0.9291254053	0.3404031129
543	0.9301815519	0.3400841158
544	0.9301815519	0.3397408521
545	0.9297285617	0.3393017862
546	0.9307484108	0.3388328141
547	0.9305215843	0.3384777653
548	0.9305215843	0.3380785792
549	0.9308618655	0.3376594708
550	0.9310888579	0.3371909853
551	0.9301454001	0.3367322226
552	0.931315961	0.3362755207
553	0.9310888579	0.3359275548
554	0.9318842038	0.335311637
555	0.9318842038	0.3349643711
556	0.931315961	0.3344822909
557	0.9318043867	0.3339773647
558	0.9315773719	0.3335284028
559	0.9318043867	0.3331996927
560	0.9322919212	0.3326683727
561	0.9319179356	0.3322936354
562	0.9318043867	0.3317248754
563	0.9318043867	0.3311905229
564	0.9319179356	0.3307418884
565	0.9319179356	0.3302171406
566	0.9327461057	0.3298049538
567	0.9338007051	0.3295008023
568	0.9341419158	0.3289547824
569	0.9343695282	0.3285726736
570	0.9347111548	0.3282155668
571	0.9348250858	0.3277972658
572	0.935082298	0.3273900705
573	0.9359079839	0.326894875
574	0.9359079839	0.3265444077
575	0.937101036	0.3261293076
576	0.9376706221	0.3257213879
577	0.9376706221	0.3253344146
578	0.9376706221	0.3249776633
579	0.9375566495	0.3246004506
580	0.9378986504	0.3241192633
581	0.9378986504	0.3237636904
582	0.9380127062	0.3233350959
583	0.9380127062	0.3229456656
584	0.938240901	0.3224539988
585	0.9390641102	0.3219387305
586	0.9392924915	0.3216757809
587	0.9401148769	0.3212719589
588	0.9400006348	0.3208205303
589	0.9403434444	0.3202748638
590	0.9402291467	0.319853698
591	0.9418713001	0.3194923896
592	0.9418713001	0.319087949
593	0.9419856725	0.3185350591
594	0.942805443	0.3180994666
595	0.9429198802	0.3176932761
596	0.9430343452	0.3172206915
597	0.9430343452	0.3168427213
598	0.9438532959	0.316416325
599	0.9445568153	0.3160873935
600	0.944671354	0.3157882115
601	0.9438532959	0.3154011689
602	0.9456031243	0.3150123223
603	0.9444423044	0.3146915822
604	0.944671354	0.3143945106
605	0.9453739457	0.3141143478
606	0.9454885211	0.3136919612
607	0.9457177552	0.3133456022
608	0.9457177552	0.312982634
609	0.9458324139	0.3125189804
610	0.9459471005	0.3121633977
611	0.9459471005	0.3118446737
612	0.946176557	0.3114780511
613	0.9464061249	0.3112466609
614	0.946176557	0.3109852069
615	0.9465209506	0.3106733303
616	0.9466358042	0.3102551521
617	0.9467506856	0.3098704635
618	0.946865595	0.3094064283
619	0.9465209506	0.3089989404
620	0.9472226941	0.3086664442
621	0.9480383739	0.3083638881
622	0.9484981349	0.3078322002
623	0.9486131449	0.3074452943
624	0.9486131449	0.3071915875
625	0.9486131449	0.3068668927
626	0.9490830629	0.3065756721
627	0.9493130715	0.3063252438
628	0.9490830629	0.3058594844
629	0.9501271209	0.3055228311
630	0.9502422029	0.3052063927
631	0.9502422029	0.3047382778
632	0.9503573129	0.3044535057
633	0.9500037664	0.3039882292
634	0.9500037664	0.3036333134
635	0.9497734231	0.3031870293
636	0.9491886132	0.3029153664
637	0.9493037906	0.3025715502
638	0.9494189961	0.3022833974
639	0.9494189961	0.302032346
640	0.9501189799	0.3016349882
641	0.9503494908	0.3012652725
642	0.9503494908	0.301015796
643	0.9505801137	0.3006221192
644	0.9509262578	0.3001951667
645	0.9508108484	0.2998412716
646	0.9510416952	0.2995615175
647	0.951971785	0.2991151619
648	0.9520873144	0.2986966371
649	0.9526699843	0.2983180831
650	0.9533636274	0.2979277168
651	0.9538266175	0.2976625994
652	0.9537108278	0.2973603025
653	0.9539424352	0.2969716151
654	0.9549874317	0.2966533384
655	0.9546397873	0.2964033945
656	0.9554520708	0.2959681336
657	0.9553362102	0.2955294021
658	0.9553362102	0.2952712089
659	0.9562634694	0.2948169521
660	0.9562634694	0.2946156589
661	0.9569580536	0.2942808404
662	0.957651714	0.2937675069
663	0.957651714	0.2933519889
664	0.9577676518	0.2929549418
665	0.9584603969	0.2925204843
666	0.9582316837	0.2921751869
667	0.958347762	0.2918295121
668	0.9585800029	0.2913993778
669	0.9585800029	0.2910453316
670	0.9585800029	0.2906539552
671	0.9584638684	0.2904354586
672	0.9592727948	0.2901368033
673	0.9592727948	0.2898320279
674	0.9593889641	0.2895023383
675	0.9593889641	0.2891007769
676	0.9601970452	0.2888055325
677	0.9603132772	0.2884696551
678	0.9600808413	0.2881780513
679	0.9601970452	0.2878544203
680	0.9603132772	0.2874326366
681	0.9603132772	0.287098752
682	0.9606621423	0.2866532156
683	0.9606621423	0.2862314286
684	0.9607784869	0.2859679418
685	0.9608948598	0.2856959987
686	0.9611276901	0.2852451332
687	0.9612441475	0.2849697112
688	0.96205166	0.2845984883
689	0.9622847284	0.2841740942
690	0.9622847284	0.2839827872
691	0.9626345429	0.2835646895
692	0.9625179098	0.2832428344
693	0.9627512042	0.28283132
694	0.9628678938	0.2825335543
695	0.9634413481	0.2822336315
696	0.9633246808	0.2818496864
697	0.9634413481	0.2814675191
698	0.9641305742	0.2811719314
699	0.9651690904	0.280856376
