avg_amountReq,med_amountReq,std_amountReq,times_valid_phone,total_phone_enter,correct_phone_rate,num_unique_valid_phone,Yeardiff_max,Yeardiff_min,Yeardiff_mean,Yeardiff_median,Monthdiff_max,Monthdiff_min,Monthdiff_mean,Monthdiff_median,Weekdiff_max,Weekdiff_min,Weekdiff_mean,Weekdiff_median,Daydiff_max,Daydiff_min,Daydiff_mean,Daydiff_median
500.0,500.0,0.0,0.0,1.0,0.0,0.0,1.5593023255813954,0.5593023255813954,1.0045581667587962,0.9744186046511628,18.936046511627907,7.069767441860465,12.37648122737764,12.029069767441861,82.40813953488372,30.767441860465116,53.87121470822713,52.372093023255815,576.8116279069767,215.42093023255813,377.12532874422783,366.6575581395349
